:@computed_region_43wa_7qmu,:@computed_region_6mkv_f3dw,:@computed_region_awaf_s7ux,:@computed_region_bdys_3d7i,:@computed_region_d3ds_rm58,:@computed_region_d9mm_jgwp,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,arrest,beat,block,case_number,community_area,date,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year
17,22615,7,304,176,6,2,19,False,2521,026XX N LECLAIRE AVE,JC200222,19,2019-03-26T08:00:00.000,HARASSMENT BY TELEPHONE,025,True,26,11635136,2825,41.928211495,"{'type': 'Point', 'coordinates': [-87.753839573, 41.928211495]}",APARTMENT,-87.753839573,OTHER OFFENSE,2019-04-02T16:10:50.000,31,1141941,1916963,2019
12,21849,28,120,48,1,20,14,False,1712,048XX N AVERS AVE,JC201296,14,2019-03-26T08:00:00.000,UNLAWFUL ENTRY,017,False,05,11635996,0620,41.969120988,"{'type': 'Point', 'coordinates': [-87.724426377, 41.969120988]}",APARTMENT,-87.724426377,BURGLARY,2019-04-02T16:10:50.000,39,1149839,1931926,2019
26,14920,29,2,165,23,43,56,False,0912,033XX S OAKLEY AVE,JC200368,59,2019-03-26T08:00:00.000,CRIMINAL DEFACEMENT,009,False,14,11635168,1305,41.833082502,"{'type': 'Point', 'coordinates': [-87.682686363, 41.833082502]}",RESIDENCE-GARAGE,-87.682686363,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,25,1161566,1882437,2019
46,21184,48,89,75,15,28,29,False,1223,021XX W MONROE ST,JC200467,28,2019-03-26T08:00:00.000,TO VEHICLE,012,False,14,11635508,1320,41.879958463,"{'type': 'Point', 'coordinates': [-87.680015144, 41.879958463]}",STREET,-87.680015144,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,27,1162164,1899524,2019
30,21867,6,333,208,13,58,64,False,0831,072XX S WASHTENAW AVE,JC200820,66,2019-03-26T08:00:00.000,HARASSMENT BY TELEPHONE,008,True,26,11635522,2825,41.762038585,"{'type': 'Point', 'coordinates': [-87.690511697, 41.762038585]}",RESIDENCE,-87.690511697,OTHER OFFENSE,2019-04-02T16:10:50.000,18,1159627,1856533,2019
32,21559,31,479,201,17,11,66,False,0722,068XX S STEWART AVE,JC199910,68,2019-03-26T08:00:00.000,SIMPLE,007,False,08A,11634907,0560,41.770525914,"{'type': 'Point', 'coordinates': [-87.635351487, 41.770525914]}","SCHOOL, PUBLIC, BUILDING",-87.635351487,ASSAULT,2019-04-02T16:10:50.000,6,1174651,1859743,2019
31,21554,17,572,230,20,59,70,False,0612,012XX W 76TH ST,JC199936,71,2019-03-26T08:00:00.000,TO PROPERTY,006,False,14,11635215,1310,41.756057234,"{'type': 'Point', 'coordinates': [-87.654929158, 41.756057234]}",APARTMENT,-87.654929158,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,17,1169352,1854428,2019
2,14924,19,686,128,23,37,59,False,0932,020XX W 52ND ST,JC200305,61,2019-03-26T08:00:00.000,FROM BUILDING,009,False,06,11635171,0890,41.798934418,"{'type': 'Point', 'coordinates': [-87.675275241, 41.798934418]}",RESIDENCE,-87.675275241,THEFT,2019-04-02T16:10:50.000,16,1163681,1870009,2019
35,22538,9,188,222,19,24,39,False,0414,077XX S JEFFERY BLVD,JC199889,43,2019-03-26T07:55:00.000,DOMESTIC BATTERY SIMPLE,004,True,08B,11635048,0486,41.754527063,"{'type': 'Point', 'coordinates': [-87.576050571, 41.754527063]}",RESIDENCE,-87.576050571,BATTERY,2019-04-02T16:10:50.000,8,1190879,1854050,2019
45,22216,11,695,81,25,32,26,False,1532,048XX W OHIO ST,JC200345,25,2019-03-26T07:48:00.000,SIMPLE,015,False,08A,11635204,0560,41.89137048,"{'type': 'Point', 'coordinates': [-87.746882292, 41.89137048]}",STREET,-87.746882292,ASSAULT,2019-04-02T16:10:50.000,28,1143926,1903551,2019
4,22260,53,404,251,18,60,7,False,0311,062XX S MICHIGAN AVE,JC199892,40,2019-03-26T07:45:00.000,$500 AND UNDER,003,False,06,11634843,0820,41.780946398,"{'type': 'Point', 'coordinates': [-87.621995369, 41.780946398]}",SIDEWALK,-87.621995369,THEFT,2019-04-02T16:10:50.000,20,1178263,1863570,2019
26,21194,8,3,157,23,40,35,False,0914,020XX S WENTWORTH AVE,JC199887,34,2019-03-26T07:45:00.000,SIMPLE,009,False,08B,11635021,0460,41.855118781,"{'type': 'Point', 'coordinates': [-87.631844657, 41.855118781]}",STREET,-87.631844657,BATTERY,2019-04-02T16:10:50.000,25,1175356,1890576,2019
30,4300,6,243,226,13,8,69,False,0835,080XX S SACRAMENTO AVE,JC199925,70,2019-03-26T07:45:00.000,SIMPLE,008,False,08A,11634867,0560,41.747189273,"{'type': 'Point', 'coordinates': [-87.697439191, 41.747189273]}",ALLEY,-87.697439191,ASSAULT,2019-04-02T16:10:50.000,18,1157777,1851108,2019
35,21546,9,141,235,20,61,40,False,0632,009XX E 83RD ST,JC199873,44,2019-03-26T07:45:00.000,FRAUD OR CONFIDENCE GAME,006,False,11,11635206,1130,41.74401223,"{'type': 'Point', 'coordinates': [-87.602099191, 41.74401223]}",RESIDENCE,-87.602099191,DECEPTIVE PRACTICE,2019-04-02T16:10:50.000,8,1183804,1850157,2019
34,21190,51,18,178,5,16,68,False,1935,026XX N CLARK ST,JC203355,7,2019-03-26T07:35:00.000,RETAIL THEFT,019,False,06,11637710,0860,41.930906002,"{'type': 'Point', 'coordinates': [-87.644017035, 41.930906002]}",DEPARTMENT STORE,-87.644017035,THEFT,2019-04-02T16:10:50.000,43,1171818,1918166,2019
22,21861,45,60,218,10,19,50,False,0523,007XX W 123RD ST,JC199856,53,2019-03-26T07:30:00.000,TO PROPERTY,005,False,14,11634852,1310,41.670548082,"{'type': 'Point', 'coordinates': [-87.640868673, 41.670548082]}",APARTMENT,-87.640868673,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,34,1173439,1823300,2019
9,21192,12,449,125,24,10,7,True,0231,003XX E 51ST ST,JC199848,40,2019-03-26T07:15:00.000,DOMESTIC BATTERY SIMPLE,002,True,08B,11634866,0486,41.802064797,"{'type': 'Point', 'coordinates': [-87.618640688, 41.802064797]}",STREET,-87.618640688,BATTERY,2019-04-02T16:10:50.000,3,1179114,1871273,2019
,,,,,,,,False,0211,034XX S DR MARTIN LUTHER KING JR DR,JC199958,35,2019-03-26T07:15:00.000,$500 AND UNDER,002,False,06,11636016,0820,,,DRUG STORE,,THEFT,2019-04-02T16:10:50.000,4,,,2019
36,21182,22,158,74,14,6,37,False,1834,001XX E ONTARIO ST,JC200675,8,2019-03-26T07:14:00.000,HARASSMENT BY TELEPHONE,018,True,26,11635394,2825,41.893349463,"{'type': 'Point', 'coordinates': [-87.623456403, 41.893349463]}",APARTMENT,-87.623456403,OTHER OFFENSE,2019-04-02T16:10:50.000,42,1177526,1904526,2019
20,21849,2,24,9,1,20,14,False,1723,035XX W LELAND AVE,JC199890,14,2019-03-26T07:00:00.000,DOMESTIC BATTERY SIMPLE,017,True,08B,11634887,0486,41.96654021,"{'type': 'Point', 'coordinates': [-87.717508674, 41.96654021]}",APARTMENT,-87.717508674,BATTERY,2019-04-02T16:10:50.000,33,1151727,1930999,2019
5,21853,3,44,33,11,9,10,False,2424,018XX W ESTES AVE,JC201732,1,2019-03-26T07:00:00.000,TO VEHICLE,024,False,14,11636439,1320,42.011372904,"{'type': 'Point', 'coordinates': [-87.67655627, 42.011372904]}",STREET,-87.67655627,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,49,1162739,1947419,2019
22,21861,45,60,218,10,19,50,False,0523,007XX W 123RD ST,JC199869,53,2019-03-26T07:00:00.000,DOMESTIC BATTERY SIMPLE,005,True,08B,11634838,0486,41.670548082,"{'type': 'Point', 'coordinates': [-87.640868673, 41.670548082]}",APARTMENT,-87.640868673,BATTERY,2019-04-02T16:10:50.000,34,1173439,1823300,2019
1,14920,26,192,165,23,43,56,False,0912,017XX W 33RD ST,JC201361,59,2019-03-26T07:00:00.000,TO PROPERTY,009,False,14,11636046,1310,41.834124688,"{'type': 'Point', 'coordinates': [-87.669150171, 41.834124688]}",RESIDENCE,-87.669150171,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,12,1165252,1882845,2019
33,22260,32,27,206,18,60,9,False,0321,066XX S KIMBARK AVE,JC199886,42,2019-03-26T06:50:00.000,HARASSMENT BY TELEPHONE,003,False,26,11634858,2825,41.774463846,"{'type': 'Point', 'coordinates': [-87.594516616, 41.774463846]}",RESIDENCE,-87.594516616,OTHER OFFENSE,2019-04-02T16:10:50.000,5,1185778,1861271,2019
2,21867,44,183,276,13,58,64,False,0823,061XX S MOZART ST,JC200555,66,2019-03-26T06:45:00.000,UNLAWFUL ENTRY,008,False,05,11635307,0620,41.782194088,"{'type': 'Point', 'coordinates': [-87.694695559, 41.782194088]}",APARTMENT,-87.694695559,BURGLARY,2019-04-02T16:10:50.000,16,1158431,1863869,2019
7,22615,52,597,154,6,2,26,False,2531,057XX W NORTH AVE,JC202827,25,2019-03-26T06:40:00.000,HARASSMENT BY ELECTRONIC MEANS,025,False,26,11637348,2826,41.909339178,"{'type': 'Point', 'coordinates': [-87.768664973, 41.909339178]}",RESTAURANT,-87.768664973,OTHER OFFENSE,2019-04-02T16:10:50.000,29,1137952,1910059,2019
24,4450,46,65,57,2,50,20,False,2011,028XX W ARDMORE AVE,JC199826,2,2019-03-26T06:33:00.000,DOMESTIC BATTERY SIMPLE,020,True,08B,11634855,0486,41.986755326,"{'type': 'Point', 'coordinates': [-87.699599591, 41.986755326]}",APARTMENT,-87.699599591,BATTERY,2019-04-02T16:10:50.000,40,1156543,1938401,2019
27,4450,42,30,46,11,12,20,False,2412,031XX W DEVON AVE,JC202275,2,2019-03-26T06:20:00.000,CREDIT CARD FRAUD,024,False,11,11636832,1150,41.997402635,"{'type': 'Point', 'coordinates': [-87.708580673, 41.997402635]}",RESTAURANT,-87.708580673,DECEPTIVE PRACTICE,2019-04-02T16:10:50.000,50,1154073,1942263,2019
27,22528,42,41,46,11,12,20,False,2412,066XX N MAPLEWOOD AVE,JC202274,2,2019-03-26T06:20:00.000,$500 AND UNDER,024,False,06,11636835,0820,42.002298431,"{'type': 'Point', 'coordinates': [-87.69366181, 42.002298431]}",RESIDENCE,-87.69366181,THEFT,2019-04-02T16:10:50.000,50,1158115,1944077,2019
6,21867,23,339,276,13,58,63,False,0823,038XX W 61ST PL,JC199824,65,2019-03-26T06:15:00.000,FORCIBLE ENTRY,008,False,05,11634816,0610,41.781446064,"{'type': 'Point', 'coordinates': [-87.719066602, 41.781446064]}",RESIDENCE-GARAGE,-87.719066602,BURGLARY,2019-04-02T16:10:50.000,23,1151786,1863548,2019
45,22216,4,673,67,25,32,26,False,1524,006XX N LOCKWOOD AVE,JC200765,25,2019-03-26T06:00:00.000,TO PROPERTY,015,False,14,11635437,1310,41.891665122,"{'type': 'Point', 'coordinates': [-87.75793093, 41.891665122]}",APARTMENT,-87.75793093,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,37,1140917,1903638,2019
8,22248,49,801,129,13,58,61,False,0822,034XX W 55TH ST,JC199893,63,2019-03-26T06:00:00.000,CRIMINAL DEFACEMENT,008,False,14,11634840,1305,41.793435216,"{'type': 'Point', 'coordinates': [-87.70876482, 41.793435216]}",DAY CARE CENTER,-87.70876482,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,14,1154564,1867937,2019
28,21569,14,755,130,21,57,32,False,1024,034XX W 23RD ST,JC200761,30,2019-03-26T06:00:00.000,FORCIBLE ENTRY,010,False,05,11635528,0610,41.849868508,"{'type': 'Point', 'coordinates': [-87.711802114, 41.849868508]}",APARTMENT,-87.711802114,BURGLARY,2019-04-02T16:10:50.000,22,1153587,1888495,2019
15,21867,23,292,271,13,58,63,False,0813,060XX S TRIPP AVE,JC201708,65,2019-03-26T06:00:00.000,$500 AND UNDER,008,False,06,11636348,0820,41.783598176,"{'type': 'Point', 'coordinates': [-87.729008167, 41.783598176]}",STREET,-87.729008167,THEFT,2019-04-02T16:10:50.000,13,1149069,1864313,2019
35,21546,9,141,241,20,61,40,True,0632,083XX S DREXEL AVE,JC199815,44,2019-03-26T05:36:00.000,DOMESTIC BATTERY SIMPLE,006,True,08B,11634856,0486,41.743318257,"{'type': 'Point', 'coordinates': [-87.602583422, 41.743318257]}",APARTMENT,-87.602583422,BATTERY,2019-04-02T16:10:50.000,8,1183674,1849903,2019
31,21554,17,495,229,20,59,67,False,0621,078XX S STEWART AVE,JC202895,69,2019-03-26T05:30:00.000,FORCIBLE ENTRY,006,False,05,11637455,0610,41.752275662,"{'type': 'Point', 'coordinates': [-87.634339859, 41.752275662]}",APARTMENT,-87.634339859,BURGLARY,2019-04-02T16:10:50.000,17,1174981,1853095,2019
40,21538,24,616,172,5,39,46,True,1931,020XX W GEORGE ST,JC199830,5,2019-03-26T05:18:00.000,THEFT OF LOST/MISLAID PROP,019,False,11,11634849,1220,41.93409695,"{'type': 'Point', 'coordinates': [-87.679095405, 41.93409695]}",SIDEWALK,-87.679095405,DECEPTIVE PRACTICE,2019-04-02T16:10:50.000,32,1162264,1919254,2019
36,21182,22,104,71,14,6,37,False,1833,0000X E WALTON ST,JC199825,8,2019-03-26T05:06:00.000,FORCIBLE ENTRY,018,False,05,11634874,0610,41.899945921,"{'type': 'Point', 'coordinates': [-87.627798561, 41.899945921]}",DEPARTMENT STORE,-87.627798561,BURGLARY,2019-04-02T16:10:50.000,42,1176324,1906920,2019
45,22216,11,673,67,25,32,26,False,1531,007XX N LARAMIE AVE,JC199802,25,2019-03-26T05:00:00.000,TO PROPERTY,015,False,14,11635752,1310,41.893563154,"{'type': 'Point', 'coordinates': [-87.755548567, 41.893563154]}",RESIDENCE,-87.755548567,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,37,1141561,1904334,2019
,,,,,,,,False,0123,011XX S STATE ST,JC204700,32,2019-03-26T05:00:00.000,POCKET-PICKING,001,False,06,11638814,0870,,,CTA TRAIN,,THEFT,2019-04-02T16:10:50.000,4,,,2019
31,21554,17,1,228,20,59,40,False,0623,079XX S HARVARD AVE,JC199804,44,2019-03-26T05:00:00.000,AUTOMOBILE,006,False,07,11634804,0910,41.750050556,"{'type': 'Point', 'coordinates': [-87.633074036, 41.750050556]}",STREET,-87.633074036,MOTOR VEHICLE THEFT,2019-04-02T16:10:50.000,17,1175333,1852287,2019
31,21554,17,572,230,20,59,70,True,0612,076XX S THROOP ST,JC199805,71,2019-03-26T04:40:00.000,TO PROPERTY,006,False,14,11634870,1310,41.754734911,"{'type': 'Point', 'coordinates': [-87.655467169, 41.754734911]}",APARTMENT,-87.655467169,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,17,1169209,1853945,2019
39,21186,37,726,18,5,53,57,False,1923,036XX N HALSTED ST,JC199817,6,2019-03-26T04:28:00.000,THEFT OF LABOR/SERVICES,019,False,11,11634857,1210,41.948224686,"{'type': 'Point', 'coordinates': [-87.649513578, 41.948224686]}",RESTAURANT,-87.649513578,DECEPTIVE PRACTICE,2019-04-02T16:10:50.000,44,1170272,1924465,2019
45,4299,4,599,145,6,5,26,False,2533,012XX N LARAMIE AVE,JC199791,25,2019-03-26T04:13:00.000,TO PROPERTY,025,False,14,11634788,1310,41.902510547,"{'type': 'Point', 'coordinates': [-87.755780146, 41.902510547]}",CONVENIENCE STORE,-87.755780146,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,37,1141476,1907594,2019
6,21867,44,293,276,13,58,64,False,0823,034XX W 63RD ST,JC202137,66,2019-03-26T04:00:00.000,CHILD PORNOGRAPHY,008,False,17,11636722,1582,41.778877155,"{'type': 'Point', 'coordinates': [-87.708840106, 41.778877155]}",HOTEL/MOTEL,-87.708840106,OFFENSE INVOLVING CHILDREN,2019-04-02T16:10:50.000,23,1154582,1862632,2019
46,21184,48,90,136,15,28,29,False,1231,016XX W CONGRESS PKWY,JC199793,28,2019-03-26T03:45:00.000,PRO EMP HANDS NO/MIN INJURY,012,False,08B,11634793,0484,41.875155116,"{'type': 'Point', 'coordinates': [-87.667906709, 41.875155116]}",HOSPITAL BUILDING/GROUNDS,-87.667906709,BATTERY,2019-04-02T16:10:50.000,27,1165475,1897799,2019
11,14926,51,309,198,14,54,37,False,1821,013XX N CLEVELAND AVE,JC199787,8,2019-03-26T03:40:00.000,DOMESTIC BATTERY SIMPLE,018,True,08B,11634787,0486,41.906899902,"{'type': 'Point', 'coordinates': [-87.640888264, 41.906899902]}",APARTMENT,-87.640888264,BATTERY,2019-04-02T16:10:50.000,27,1172740,1909425,2019
3,14924,19,788,119,23,37,59,False,0931,021XX W 51ST ST,JC199796,61,2019-03-26T03:34:00.000,FORCIBLE ENTRY,009,False,05,11634811,0610,41.801195402,"{'type': 'Point', 'coordinates': [-87.677621366, 41.801195402]}",CONVENIENCE STORE,-87.677621366,BURGLARY,2019-04-02T16:10:50.000,15,1163035,1870828,2019
37,21202,43,226,238,19,25,42,True,0423,085XX S COLFAX AVE,JC199786,46,2019-03-26T03:30:00.000,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,004,True,04B,11634801,0498,41.740289525,"{'type': 'Point', 'coordinates': [-87.561191383, 41.740289525]}",RESIDENCE,-87.561191383,BATTERY,2019-04-02T16:10:50.000,7,1194980,1848898,2019
5,21853,3,489,32,11,9,10,False,2422,075XX N PAULINA ST,JC199828,1,2019-03-26T03:30:00.000,POCKET-PICKING,024,False,06,11634825,0870,42.018498254,"{'type': 'Point', 'coordinates': [-87.672983233, 42.018498254]}",CTA TRAIN,-87.672983233,THEFT,2019-04-02T16:10:50.000,49,1163690,1950023,2019
41,22535,24,299,171,7,1,25,True,1421,016XX N CALIFORNIA AVE,JC199784,24,2019-03-26T03:16:00.000,UNLAWFUL POSS OF HANDGUN,014,False,15,11634802,143A,41.910956775,"{'type': 'Point', 'coordinates': [-87.697010373, 41.910956775]}",STREET,-87.697010373,WEAPONS VIOLATION,2019-04-02T16:10:50.000,1,1157452,1910785,2019
24,21849,46,29,57,2,20,6,False,2011,024XX W BERWYN AVE,JC200173,4,2019-03-26T03:00:00.000,TELEPHONE THREAT,020,True,08A,11635045,2820,41.977688772,"{'type': 'Point', 'coordinates': [-87.690763728, 41.977688772]}",APARTMENT,-87.690763728,OTHER OFFENSE,2019-04-02T16:10:50.000,40,1158970,1935115,2019
45,4299,4,599,145,6,5,26,True,2532,052XX W KAMERLING AVE,JC199779,25,2019-03-26T02:55:00.000,TO LAND,025,False,26,11634789,1330,41.904950043,"{'type': 'Point', 'coordinates': [-87.757392877, 41.904950043]}",RESIDENCE-GARAGE,-87.757392877,CRIMINAL TRESPASS,2019-04-02T16:10:50.000,37,1141031,1908480,2019
17,22618,25,114,26,12,21,15,False,1634,050XX W ROSCOE ST,JC199772,15,2019-03-26T02:40:00.000,SIMPLE,016,True,08B,11635692,0460,41.942397962,"{'type': 'Point', 'coordinates': [-87.753064215, 41.942397962]}",APARTMENT,-87.753064215,BATTERY,2019-04-02T16:10:50.000,31,1142117,1922134,2019
,,,,,,,,False,1134,030XX W POLK ST,JC199778,27,2019-03-26T02:30:00.000,DOMESTIC BATTERY SIMPLE,011,True,08B,11635786,0486,,,APARTMENT,,BATTERY,2019-04-02T16:10:50.000,28,,,2019
46,21184,41,177,80,15,28,24,False,1221,031XX W HURON ST,JC199765,23,2019-03-26T02:08:00.000,VEHICLE TITLE/REG OFFENSE,012,False,26,11634771,502R,41.893743506,"{'type': 'Point', 'coordinates': [-87.704725344, 41.893743506]}",STREET,-87.704725344,OTHER OFFENSE,2019-04-02T16:10:50.000,27,1155398,1904497,2019
40,4449,16,649,172,5,22,46,False,1931,028XX N WOLCOTT AVE,JC199961,5,2019-03-26T02:05:00.000,$500 AND UNDER,019,False,06,11635483,0820,41.933575536,"{'type': 'Point', 'coordinates': [-87.675730614, 41.933575536]}",RESIDENTIAL YARD (FRONT/BACK),-87.675730614,THEFT,2019-04-02T16:10:50.000,32,1163181,1919071,2019
26,14920,8,126,158,15,43,33,False,1235,023XX S THROOP ST,JC203004,31,2019-03-26T02:00:00.000,OVER $500,012,False,06,11637496,0810,41.849604126,"{'type': 'Point', 'coordinates': [-87.658628684, 41.849604126]}",SPORTS ARENA/STADIUM,-87.658628684,THEFT,2019-04-02T16:10:50.000,25,1168075,1888508,2019
43,21861,30,504,219,10,19,50,True,0532,120XX S INDIANA AVE,JC199768,53,2019-03-26T02:00:00.000,$500 AND UNDER,005,False,06,11634806,0820,41.67574971,"{'type': 'Point', 'coordinates': [-87.617752105, 41.67574971]}",APARTMENT,-87.617752105,THEFT,2019-04-02T16:10:50.000,9,1179739,1825247,2019
18,21849,13,54,61,2,20,6,False,2031,022XX W LAWRENCE AVE,JC200691,4,2019-03-26T02:00:00.000,TO VEHICLE,020,False,14,11635387,1320,41.968659556,"{'type': 'Point', 'coordinates': [-87.685739529, 41.968659556]}",RESIDENCE,-87.685739529,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,47,1160361,1931835,2019
35,21546,9,247,235,20,61,40,False,0631,080XX S MARYLAND AVE,JC199766,44,2019-03-26T01:56:00.000,AGGRAVATED: HANDGUN,006,False,04A,11634764,051A,41.748938757,"{'type': 'Point', 'coordinates': [-87.603904902, 41.748938757]}",APARTMENT,-87.603904902,ASSAULT,2019-04-02T16:10:50.000,8,1183296,1851948,2019
20,21849,2,749,1,1,20,14,False,1713,049XX N TROY ST,JC199760,14,2019-03-26T01:52:00.000,DOMESTIC BATTERY SIMPLE,017,True,08B,11634755,0486,41.971199699,"{'type': 'Point', 'coordinates': [-87.707329093, 41.971199699]}",RESIDENCE,-87.707329093,BATTERY,2019-04-02T16:10:50.000,33,1154483,1932717,2019
17,22615,7,304,176,6,2,19,False,2521,050XX W MONTANA ST,JC200037,19,2019-03-26T01:40:00.000,FORCIBLE ENTRY,025,False,05,11634986,0610,41.925110702,"{'type': 'Point', 'coordinates': [-87.752247101, 41.925110702]}",OTHER,-87.752247101,BURGLARY,2019-04-02T16:10:50.000,31,1142382,1915836,2019
14,21569,36,761,155,21,57,30,False,1011,014XX S KOSTNER AVE,JC199762,29,2019-03-26T01:37:00.000,SIMPLE,010,True,08A,11634765,0560,41.861404132,"{'type': 'Point', 'coordinates': [-87.734817871, 41.861404132]}",STREET,-87.734817871,ASSAULT,2019-04-02T16:10:50.000,24,1147287,1892654,2019
38,21849,28,167,1,1,20,13,False,1712,033XX W FOSTER AVE,JC199769,13,2019-03-26T01:30:00.000,UNLAWFUL ENTRY,017,False,05,11634782,0620,41.975700253,"{'type': 'Point', 'coordinates': [-87.712900687, 41.975700253]}",GROCERY FOOD STORE,-87.712900687,BURGLARY,2019-04-02T16:10:50.000,39,1152956,1934346,2019
23,14920,48,96,150,15,43,29,False,1233,014XX W 15TH ST,JC200915,28,2019-03-26T01:29:00.000,HARASSMENT BY ELECTRONIC MEANS,012,False,26,11635789,2826,41.861517395,"{'type': 'Point', 'coordinates': [-87.662453482, 41.861517395]}",APARTMENT,-87.662453482,OTHER OFFENSE,2019-04-02T16:10:50.000,28,1166999,1892841,2019
14,21569,36,34,152,21,57,30,False,1022,015XX S SAWYER AVE,JC199948,29,2019-03-26T01:15:00.000,FINANCIAL IDENTITY THEFT OVER $ 300,010,False,11,11635511,1153,41.859978103,"{'type': 'Point', 'coordinates': [-87.706704403, 41.859978103]}",,-87.706704403,DECEPTIVE PRACTICE,2019-04-02T16:10:50.000,24,1154949,1892189,2019
31,22257,17,281,205,17,23,65,False,0726,068XX S HONORE ST,JC199752,67,2019-03-26T01:08:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11634742,0486,41.769457906,"{'type': 'Point', 'coordinates': [-87.670011939, 41.769457906]}",RESIDENCE,-87.670011939,BATTERY,2019-04-02T16:10:50.000,17,1165199,1859279,2019
19,22618,25,231,26,12,21,15,False,1634,053XX W GRACE ST,JC199754,15,2019-03-26T01:05:00.000,AGGRAVATED: HANDGUN,016,False,04A,11634784,051A,41.949612242,"{'type': 'Point', 'coordinates': [-87.760112015, 41.949612242]}",STREET,-87.760112015,ASSAULT,2019-04-02T16:10:50.000,38,1140182,1924750,2019
4,22260,53,480,211,18,60,67,False,0322,068XX S DR MARTIN LUTHER KING JR DR,JC202658,69,2019-03-26T01:00:00.000,ARMED: OTHER DANGEROUS WEAPON,003,False,03,11637304,0313,41.770265624,"{'type': 'Point', 'coordinates': [-87.615379281, 41.770265624]}",STREET,-87.615379281,ROBBERY,2019-04-02T16:10:50.000,20,1180100,1859693,2019
37,22538,43,421,225,19,24,39,False,0421,076XX S SOUTH SHORE DR,JC199846,43,2019-03-26T01:00:00.000,HARASSMENT BY TELEPHONE,004,False,26,11634831,2825,41.75834841,"{'type': 'Point', 'coordinates': [-87.554890825, 41.75834841]}",RESIDENCE,-87.554890825,OTHER OFFENSE,2019-04-02T16:10:50.000,7,1196640,1855494,2019
5,21853,3,357,37,11,9,10,False,2423,012XX W SHERWIN AVE,JC200920,1,2019-03-26T00:58:00.000,TO PROPERTY,024,False,14,11635625,1310,42.015047116,"{'type': 'Point', 'coordinates': [-87.663219511, 42.015047116]}",APARTMENT,-87.663219511,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,49,1166353,1948786,2019
15,22268,23,265,272,13,7,62,True,0812,062XX S PARKSIDE AVE,JC199803,64,2019-03-26T00:54:00.000,POSS: CANNABIS MORE THAN 30GMS,008,False,18,11634815,1812,41.778897986,"{'type': 'Point', 'coordinates': [-87.762980395, 41.778897986]}",STREET,-87.762980395,NARCOTICS,2019-04-02T16:10:50.000,13,1139815,1862537,2019
12,21538,2,138,23,1,39,22,True,1733,035XX N ELSTON AVE,JC199749,21,2019-03-26T00:49:00.000,RETAIL THEFT,017,False,06,11634774,0860,41.946221444,"{'type': 'Point', 'coordinates': [-87.708253555, 41.946221444]}",SMALL RETAIL STORE,-87.708253555,THEFT,2019-04-02T16:10:50.000,35,1154298,1923613,2019
3,14924,19,788,119,23,37,59,False,0931,049XX S HOYNE AVE,JC199753,61,2019-03-26T00:49:00.000,VIOLATION OF CIVIL NO CONTACT ORDER,009,False,26,11634799,4386,41.804172168,"{'type': 'Point', 'coordinates': [-87.677004175, 41.804172168]}",APARTMENT,-87.677004175,OTHER OFFENSE,2019-04-02T16:10:50.000,15,1163195,1871914,2019
9,14924,12,296,170,23,37,35,True,0915,037XX S WENTWORTH AVE,JC199761,34,2019-03-26T00:46:00.000,VEHICLE TITLE/REG OFFENSE,009,False,26,11634783,502R,41.826839247,"{'type': 'Point', 'coordinates': [-87.631408649, 41.826839247]}",STREET,-87.631408649,OTHER OFFENSE,2019-04-02T16:10:50.000,3,1175559,1880272,2019
41,21560,24,481,200,7,4,25,True,1424,015XX N MILWAUKEE AVE,JC199746,24,2019-03-26T00:45:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,014,False,04A,11634754,0520,41.909411174,"{'type': 'Point', 'coordinates': [-87.675956643, 41.909411174]}",STREET,-87.675956643,ASSAULT,2019-04-02T16:10:50.000,1,1163187,1910265,2019
36,4446,22,670,72,14,55,37,False,1832,006XX N CLARK ST,JC199745,8,2019-03-26T00:45:00.000,RETAIL THEFT,018,False,06,11634766,0860,41.893646656,"{'type': 'Point', 'coordinates': [-87.631177143, 41.893646656]}",SMALL RETAIL STORE,-87.631177143,THEFT,2019-04-02T16:10:50.000,42,1175423,1904617,2019
